name,address1,address2,address3,city,pincode,tel1,tel2,mobile
Sneh Medical And General Stores,"Almed Road, Chandanwadi,","Near Chiranjeevi Hospital,",Thane H.O.,Mumbai,400601,25395714,25432394,
Sneha Medical,"Tirupati Towers, Thakur Complex,","Shop #A/5,",Kandivali East,Mumbai,400101,28549446,,
Sneha Medicare Private Limited,"Rajeshree Plaza, Varma Mukherji Compound,","Shop #404/405, 4th Floor, LBS Marg, Opposite Shreyas Cinema,",Ghatkopar West,Mumbai,400086,25006901,,9322251026
Snubh Medicals,"Padma Shree, Shop #2,","M.G. Road, Near Ambaji Dham,",Mulund West,Mumbai,400080,25939281,25674427,
Society Medical & General Store,"#10, Mahavir Sukh, Shop #207-G,","Dr. Ambedkar Road, Dadar (East), Opposite Chitra Cinema,",Dadar East,Mumbai,400014,24116692,,9892673666
Soham Medical & General Stores,"#30, Saikripa Co-Operative Housing Society,","Shop #2, Yashodhan Nagar, Near Sai Urpu Appartment,",J.K. Gram,Mumbai,400606,67989423,,
Solanki & Sons,"#616, Laxmi Building, Shop #3,","N.M. Joshi Marg, Byculla,",Jijamata Udyan,Mumbai,400027,23085448,23088886,
Solanki Medical & General Stores,"56/Building,","Pali Naka Road,",Bandra West,Mumbai,400050,26408170,,
Somai Medical & General Stores,"#48, Shreeji Darshan, Shop #1,","Sector-40, Seawood Station Road, Nerul West,",Nerul,Mumbai,400706,64521070,,9892989594
Somaiya Medical College & Resarch Centre,"Somiya Aurvihar,","Sion Road,",Sion,Mumbai,400022,24098822,,
Sona Chemist,"Stone Building, Shop #4,","B.J. Marg, Byculla,",Jacob Circle,Mumbai,400011,32445300,,
Sona Chemist,"Ahiya Apartment, 16th Road,","Near Police Station,",Santa Cruz West,Mumbai,400054,26055303,26462789,
Sona Medicals,"Gavdevi Road,","Near Brinda Hospital,",Bhandup West,Mumbai,400078,25961428,56834186,9322864813
Sonal Medical,"#1/B-2, Rahul,","Marve Road,",Malad West,Mumbai,400064,28656137,28063247,
Sonal Medical & General Stores,"Sonal Apartment,","Jay Prakash Road, Road No. 3,",Goregaon East,Mumbai,400063,26863415,26864803,
Sonia Medical,"Sonia Apartments, Yari Road, Versova,","Opposite Ganesh Temple,",Andheri West,Mumbai,400058,26315179,,
Sony Medical,"Lok Nirmal Building,","Dr. Ambedkar Road, Near Pub Lane,",Khar,Mumbai,400052,26007814,,
Specialty Pharmacy,"Golwala Building, Shop #1,","Old Nagardas Road, Near Chinai College,",Andheri East,Mumbai,400069,39551111,55751111,
Speedking Pharma Limited,"Vinod House, Kasturchand Mills Estate, Shop #228,","Senapati Bapat Road, Near Koper Bus Depot, Dadar Station,",Bhavani Shankar Road,Mumbai,400028,24327510,24327521,9820307005
Sree Ganesh medical Store,"#12, Alidada Estate,","S.G. Barve Marg, Kurla,",Airport,Mumbai,400029,25228820,,
Sri Balaji Medical Store,"New #10, M.U. Corner,","Tilak Road, Near Shiv Mahal Hotel,",Santa Cruz West,Mumbai,400054,26044007,,
Sri Ji Krupa Stores,"Sukan Apartment,","Carter Road No. 3,",Kandivali West,Mumbai,400067,28659206,,
Sri Krishna Medical Stores,"New #F/25, Sai Dham, P.K. Road,","Near Johnson & Johnson,",Mulund West,Mumbai,400080,25939280,,
Sri Krupa Medical,"#147-3/6,","S.G. Barve Marg, Kurla,",Nehru Nagar,Mumbai,400024,25272358,,
Sri Krupa Medical And General Stores,"Shop #4, M. Phule Nagar,","Near Sewri Railway Station,",Sewri,Mumbai,400015,69940176,,9833445542
Sri Laxmi Medical & General Store,"M.G. Road,","Near Kapadia Hospital,",Goregaon West,Mumbai,400062,28741048,,
Sri Medical and General Stores,"Shop #1, Gopal Nagar,","Near Shankar Temple,",Prabhadevi,Mumbai,400025,24900892,,9967032287
Sri Medical Store,"Edwin Villa,","Near Edwin Villa,",Vikhroli,Mumbai,400079,25731656,,
Sri Sai Medical Stores,"Shanthi Complex, Shop #4,","Thunga Village, Powai, Near Shanthi Complex,",Saki Naka,Mumbai,400072,28576878,28576313,
Sriram Medical and General Stores,"New #4, Shop #1,","J.P. Road, Near 7 Bunglows Garden,",Azad Nagar,Mumbai,400053,26342426,66990625,
St Gregories Education&Medical,"Gregorious Nagar,","Gregorious Nagar Road,",Chembur,Mumbai,400071,25203790,,
St Gregorios Education And Medical,"St Gregorios High School,","Chembur Road,",Chembur,Mumbai,400071,25207993,,
St Gregorios Education And Medical,"Gregorious Shopping Centre,","V N Purav Marg,",Chembur,Mumbai,400071,25203789,,
Standard Medical Agency,"Anand,","S Gandhi Marg,",Kalbadevi,Mumbai,400002,22085974,,
Standard Medical Stores,"#466, Jafar House, Sir J.J. Road,","Opposite J.J. Police Station,",Mumbai Central,Mumbai,400008,23461958,,
Star Medical and General Stores,"New #101, Naigaon Cross Road,","Near Sri Sound Studio,",Dadar East,Mumbai,400014,24148127,,
Star Medico,"New #2, Gazala Grace,","Naya Nagar, Near Narendra Park,",Mira Road,Mumbai,401107,28115460,,
Sterling Chemist,"Sterling Chemist,","Deshmukh Marg, Near Kalidas Hall,",Cumbala Hill,Mumbai,400026,23517815,,
Store Well Chemist,"Shop #11, Ranisathi Marg,","Ranisathi Marg,",Jacob Circle,Mumbai,400011,23016620,,
Strand Chemist And General Stores,"Glamour, Shop #4,","Strand Road, Opposite Strand Cinema,",Colaba,Mumbai,400005,22048611,69568611,
"Stride Medicare Private Limited,","#69,","Lovisandra, Gokhale Road, Dadar (West),",Bhavani Shankar Road,Mumbai,400028,24220869,64523055,
Subhash Medical & General Stores,"Badrikeshwar,","Subhash Road,",Church Gate,Mumbai,400020,22814571,,
Subhash Medicals,"Pandurang Niwas,","Shop #6, N. S. Road,",Mulund West,Mumbai,400080,25678944,,
Suhana Medical And General Stores,"Fitwala Compound, Shop #613/5,","Pipe Road, Kurla (W),",Kurla West,Mumbai,400070,26503860,,
Sukhsagar Chemists,"Sukhsagar Building, S. Patkar Marg,","Near Laxmi Temple,",Grant Road,Mumbai,400007,23618353,,
Sun Vision Bio-Medical Engineers,"Deepti Apatment,","Deepti Apatment Road,",Goregaon East,Mumbai,400063,26865366,,
Sunil Chemists,"Luis Mansion,","Veer Savarkar Marg, Near Dadar Emporium,",Bhavani Shankar Road,Mumbai,400028,24223478,,
Sunil Medical & Genrel Stores,"Valmiki Chawl,","Akurli Road,",Kandivali East,Mumbai,400101,28862202,,
Sunil Medical and General Store,"New #53, New Shopping Centre,","Near BPCL Petrol Pump,",Bandra East,Mumbai,400051,26430490,,
Sunny Medical and General Stores,"New #9, Dr House,","Shop #101, Near Fancy Market,",Nerul,Mumbai,400706,27721025,,
Sunrays Pharmaceuticals,"#D-1, Bhaidaya Nagar, Navghar Road,","Near Go0pi Mahal Hotel,",Bhayander East,Mumbai,401105,28045980,28129251,9892817880
Sunrise Medical & General Stores,"#2/9, Unnat Nagar IV, M.G. Road,","Opposite St. Thomas Academy School,",Goregaon West,Mumbai,400062,32615499,,
Super Bazar Co-operative Medical & General Discount Shop,"Dhan Terrace Building,","Dr. Ambedkar Road, Lalbaug, Near Mumbai Ladu Samrat,",Parel,Mumbai,400012,24703266,,
Super Bazar Medical Store,"Patel Terrace,","A.D. Marg,",Parel,Mumbai,400012,24185240,,
Super Cure,"#2, Shop #5,","Takshila Building, Near Holispace Hospital,",Andheri East,Mumbai,400058,28363185,28345419,9322272348
Super Medical And General Stores,"Dheeraj Heritage Residency-II, Shop #19,","Linking Road Extension,",Santa Cruz West,Mumbai,400054,64188483,65051131,
Super Meidco,"Irani Chawl, Shop #4,","Sewri Cross Road, Near Railway Gate No. 6,",Sewri,Mumbai,400015,24104183,24128246,9820632367
Supervising Medical Officer,"Haji Mohd Haji Saboo,","Veer Savarkar Marg, Near Dadar Emporium,",Bhavani Shankar Road,Mumbai,400028,24224646,,
Supremo Medical and General Stores,"New #9, Sea Palace,","Juhu Tara Road, Near Sea Princess Hotel,",Juhu,Mumbai,400049,26607503,,
Suptdt Medical Research Centre,"By Hospital, ","Marinelines Road,",Church Gate,Mumbai,400020,22067044,,
Suraksha,"Shree Durgeshwari Building, Shop #1,","Anton Francis Road, Charai, Opposite Dagadi School,",Naupada,Mumbai,400602,25449591,25395980,
Suranje Medical & General Stores,"Bhatwadi, Ghatkopar (W),","Opposite Bhatwadi Police Station,`",Barve Nagar,Mumbai,400084,25104718,25116958,9820885588
Suresh Chandra & Sons,"#1,","Issaji Street, Vadgadi,",Mandvi,Mumbai,400003,23423041,23448607,
Suresh Medical & General Stores,"Mangalkunj, Shop #51,","S.V. Road, Opp. Indraprasth Shopping Centre,",Borivali West,Mumbai,400092,28989807,28989209,9820120193
Suresh Medical & General Stores,"Badruddin Building,","Shop #5, Nesbit Road,",Mazgaon,Mumbai,400010,23741689,,
Suresh Medical & General Stores,"Arunodaya Society,","Gulmohar Cross Road,",Juhu,Mumbai,400049,26244077,,
Suresh Medical And General Store,"Shop #5, Ramachandra C.H.S,","Near Yashodan Bus Stop,",J.K. Gram,Mumbai,400606,25886947,,
Suresh Medical and General Stores,"Mukund Nagar, Dharavi Road,","Near Dharavi Hospital,",Dharavi,Mumbai,400017,24076593,,
Surgi Pharma,"Babu Genu Marg,",Kalbadevi,,Mumbai,400002,22036758,,
Surgimed Medical Technology,"Kanara Business,","Gkp Andheri Link Road,",Pant Nagar,Mumbai,400075,25007640,,
Surve Medical And General Stores,"Shop #E-34, Kurla (E),","Near Building No. 36,",Nehru Nagar,Mumbai,400024,25284422,25295293,
Surya Biomedical Research Centre,"Surya Hospital,","Lallubhai Park Road,",Vile Parle West,Mumbai,400056,26256776,,
Surya Biomedical Research Centre,"Mangal Ashirwadq,","Dattatray Road,",Santa Cruz West,Mumbai,400054,26614258,,
Surya Chemist,"#M-54-3, Shop #10,","Pestom Sagar, Road No. 4, Opp. Ambani Nekan Building,",Tilak Nagar,Mumbai,400089,25290896,,
Suryavanshi,Borivali East,,,Mumbai,400066,28546674,56299891,9221539893
Suswa Pharma,"Earth House,","Babu Genu Road,",Kalbadevi,Mumbai,400002,22001882,,
Suvidha Medical and General Stores,"#7/24, Municipal Chawl, Shop #2,","K.L. Borkar, Marg D P Wadi, Ghodupdeo,",Parel Tank Road,Mumbai,400033,55726659,,
Suvidha Medical Store,"Chandralok Building, Shop #2 & 3,","Datar Colony, Bhandup (East), Opposite D.A.V. College,",Bhandup East,Mumbai,400042,25668919,,9869001068
Swagat Medi Corner,"#34, Ladwadi Building, Shop #5,","V.P. Road, Near C.P. Tank Circle,",Girgaon,Mumbai,400004,22426231,22428008,
Swastic Medical & General Stores,"Honest Building,","Sector 6 Road,",Panvel,Mumbai,410206,27452046,,
Swastik Chemist Prop-Vinod Kuma,"Shop #4,","Marol Maroshi Road,",J.B. Nagar,Mumbai,400059,29259222,,
Swastik Medical,"Maa Durga Co-operative Housing Society,","Shop #5, Navghar Road,",Mulund East,Mumbai,400081,25623965,,9892449990
Swastik Medical & General Store,"Swastik Residency,","Ghodbunder Road,",Sandoz Baug,Mumbai,400607,25972280,,
Swastik Medical & General Stores,"Thakur Cottage, Shop #1,","Sion - Trombay Road,",Chembur,Mumbai,400071,55852315,,
Swastik Medical & General Stores,"#11 U/2, ","Shivaji Nagar, Road No. 2,",Govandi,Mumbai,400046,32621231,,9322798183
Swastik Medical & Genrel Stores,"Shiv Darshan,","Kastur Park,",Borivali West,Mumbai,400092,28987777,,
Swastik Pharma,"Udyog Mandir,","Pitamber Lane, Sitladevi Temple Road,",Mahim,Mumbai,400016,24465345,24461881,
Sysmex Transasia Bio Medicals,"Ascot Centre,","Sahar Airport Road,",Sahar,Mumbai,400099,28224040,,
Systems Biomedical India,"T V Indl Estate,","K Ahire Marg,",Prabhadevi,Mumbai,400025,24920861,,
T.T. Medical Stores,"Haharwala Building,","Sane Guruji Marg, Opposite Ganesh Theatre,",Parel,Mumbai,400012,24709766,,
Take Care Chemists,"Matru Ashish,","L.D. Ruparel Marg, A.K. Marg,",Council Hall,Mumbai,400039,23639343,,
Tanaji Medical & General Stores,"Gandhi Nagar,","Pokharan Road No. 2,",Thane H.O.,Mumbai,400601,25395859,,9323838521
Tanuja Medical & General Stores,"Rajput Kori Gyati Mahal, Govandi,",Deonar,,Mumbai,400088,25581744,,9892947154
Tanvi Collection,"Ghantali Road,",Thane H.O.,,Mumbai,400601,25376985,,
Tanvi Medical & General Stores,"Vidyut Building, Shop #375/B,","Thakurdwar, J.S.S. Road, ",Kalbadevi,Mumbai,400002,55805508,,9322219225
Tardeo Pharmacy,"#50 - 56, Shop #4 & 5,","Tardeo Road, Near Film Centre,",Tulsiwadi,Mumbai,400034,23510066,,
Thacker Clinic,"New #21, Tulsi Buildign,","Khetwadi Back Road, Near Bai Ratanbai F. Pavri High School,",Khetwadi,Mumbai,400004,23637638,23886755,
Thane homoeo House,"Paranjape Udyog House,","NULL,",Thane H.O,Mumbai,400601,25336641,,
Thane Medical Agency,"Parvati Sadan,","Janbli Naka,",Thane H.O,Mumbai,400601,25378755,,
Thane Municipal Corporation,"Almeida Road,",Thane H.O.,,Mumbai,400601,25399785,,
The Addy Pharmacy,"Harganga Mahal,","Khodad Circle, C.R. Lane, Near Commercial Training Centre,",Dadar East,Mumbai,400014,24144822,,
The Bombay Pharmacy,"New #1, Sonawala Building,","J.D. Marg, Tardeo, Near Tardeo BEST Depot,",Grant Road,Mumbai,400007,23812016,,
The Famous Pharmacy,"#414-416, Prathana Samaj,","S.V.P. Road, Below Harkisondas Hospital,",Girgaon,Mumbai,400004,23821579,23809436,
The Mah State Chemists & Druggists,"Sudev Building,","3Rd Road,",Dadar East,Mumbai,400014,24176985,,
The Medicine Shop,"New #4, Om Enclave, Sector-7,","Near D.Y. Patil College,",Kopar Khairane,Mumbai,400709,27540120,,
The Medicine Shoppe,"Golwala Building, Shop #1,","Ground Floor, Old Nagardas Road,",Andheri East,Mumbai,400069,32551111,28227223,
The National Consumers Co-operative Society Limited,"Dolls House,","A.B. Nair Road, Near Nair Hospital,",Mumbai Central,Mumbai,400008,23005815,,
The National General Store,"#8-A, Union Co-operative Institute Building,","Cawasji Patel Street, Fort, Opposite UTI Bank,",Mumbai G.P.O,Mumbai,400001,2872723,,
The New Rajputana General Stores,"Station Road,",Goregaon West,,Mumbai,400062,28742464,28768875,
The Orient Homoepathic Pharmacy,"New #282, Dr. Bhadkhamkar Marg,","Lamington Road, Near Minerva Theatre,",Grant Road,Mumbai,400007,23088196,23819759,
The Oriental Pharma,"S.V.P. Road,","Below Sir Harkisondas Hospital,",Khetwadi,Mumbai,400004,23864898,,
The Parel Chemist,"New #6,7, Lahar Bros Mansion,","Opposite K.E.M. Hospital,",Parel,Mumbai,400012,24110411,,
The Prince Medical Stores,"Fida Building,","S. Gandhi Marg,",Kalbadevi,Mumbai,400002,22401728,,
Therapeutic Pharmaceuticals,"#951, Marathi Udyog Bhavan,","A.M. Marg,",Prabhadevi,Mumbai,400025,24223259,,
Thorat Medical General Stores,"#11, Tirupati Apartment,","Nehru Road, Vile Parle East, Near Petrol Pump,",Vile Parle East,Mumbai,400057,26104036,65271534,9820632474
Thorat Medical Stores,"New #A-9, New Shopping Centre,","Near BPCL Petrol Pump,",Bandra East,Mumbai,400051,26424083,,
Time Track Laboratories,"Anand Bhuvan, Shop #14, 2nd Floor,","Babu Genu Road, Princess Street,",Kalbadevi,Mumbai,400002,22003325,22019800,
Tip Top Chemist & General Stores,"Shop #6, Vireshwar Jyoti Junction,","Near Dr. S.C. Pandya,",Vile Parle East,Mumbai,400057,26166472,,9821920665
Tomar Medical Stores,"Krishna Tower, Kapurbawadi Naka,","Near Kolshet Restaurant,",Sandoz Baug,Mumbai,400607,25894840,,
Trimurti Medical,"Fair Lawn Society,","Near Bank of Baroda,",Chembur,Mumbai,400071,25202109,,
Trivedi and Company,"Nand Bhavan, Shop #59/14,","Babu Genu Road, Princess Street,",Kalbadevi,Mumbai,400002,32546276,,9322228453
Trupti Medical & General Store,"#82, Kannamwar Nagar 2,","Janta Market, Vikhroli (E),",Tagore Nagar,Mumbai,400083,25776217,69597884,9869922461
Turab Medico,"#46/48,","Agiary Lane, Bazar Gate Street, Fort,",Mumbai G.P.O.,Mumbai,400001,22701262,56380608,
Twisha Medcial Pvt. Ltd.,"#4,","Near Vishal Hall,",Andheri East,Mumbai,400069,26830702,,
Two Cee,"#91, Kansara Chawl,","Kalbadevi Road,",Kalbadevi,Mumbai,400002,22426309,,
Ua K Shiv Medical & Genrel Stores,"Ramabai Colony,","Pantnagar Road,",Pant Nagar,Mumbai,400075,25283498,,
Uma Medical Agency,"Shivshakt Estate,","L B Shastri Marg,",Ghatkopar West,Mumbai,400086,25004444,,
Umiya Medicals,"Jawahar Road,","Near Eagle Co Operative Housing,",Rajawadi,Mumbai,400077,25128325,,
Unicare Medical Systems,"Safalya Plote, Shop #211,","R Narker Marg,",Rajawadi,Mumbai,400077,25124112,,
Unique Chemist,"#12A, Seeta Mahal,","B. Petit Road, Near Breach Candy Hospital,",Cumbala Hill,Mumbai,400026,23883940,23883954,
Unique Medical & General Stores,"#43, Khudabux Building,","Shop #4 & 5, Opposite Sales Tax Office,",Mazgaon,Mumbai,400010,23713626,,
United Medical & Gen Stores,"Near Samraj Hotel,",Sahar,,Mumbai,400099,28374965,,
United Medical & General Stores,"Parvati Nagar,","Yari Road,",Versova,Mumbai,400061,26341212,,
United Medical Agency,"Pathakwadi,","S Gandhi Marg,",Kalbadevi,Mumbai,400002,22082342,,
United Surgical Traders,"#118,","Keshav Baug, Shamaldas Gandhi Marg,",Kalbadevi,Mumbai,400002,22017566,22089545,
Utility Chemists,"#251,","Near Sion Hospital,",Sion,Mumbai,400022,24093291,,
Uttam Dawakhana,"Afzal Chawl, Nair Road,","Near TN Medical College,",Mumbai Central,Mumbai,400008,23005248,,
V.I.P. Medicos,"#34, Shop #1-B,","Anand Sagar, Sector-17, Vashi, Navi,",Vashi,Mumbai,400703,27893635,,9820044129
V.M. Medical And General Stores,"Patel Building, Shop #384/B,","G.K. Marg, Worli Naka,",Worli,Mumbai,400018,24943180,,
Vacnally Homeopathic Pharmacy,"#2,","Golibar Road, Santacruz (East),",Santa Cruz East,Mumbai,400055,26105556,26182851,
Vaidya & Associates,"#79, Devakaran Mansion,","Block No. 1, Princess Street,",Kalbadevi,Mumbai,400002,22055313,22060186,
Vaidya Patankar Pharmacy Private Limited,"#17/259,","Adarsh Nagar, Old Prabhadevi,",Prabhadevi,Mumbai,400025,24210886,24300889,
Vaikunth Medical Diagnostic,"Thackkers Appartment,","Juhu Lane Road,",Andheri West,Mumbai,400058,26254747,,
Vaishnavi Medical Centre,"Doshi Wadi,","L B Shastri Marg,",Ghatkopar West,Mumbai,400086,25103595,,
Vaishnavi Medical Centre,"Lakhani Shopping Centre,","Shop #A/5-6, L .B. Shastri Road,",Ghatkopar West,Mumbai,400086,25094602,25094603,
Vaishnavi Medicals,"#698B, Shushrutha Hospital,","Ranade Road, Bhavani Shankar Road,",Bhavani Shankar Road,Mumbai,400028,24472251,24444578,
Vandana Medical Store,"Opposite Jaya Hospital,",Chembur,,Mumbai,400074,25284150,,
Vandana Medical Store,"Jolly Centre,","Lokmanya Tilak Road,",Santa Cruz West,Mumbai,400054,26492295,,
Vanmali Bhikha & Company,"Devkaran Mansion,","Shop #79, S. Gandhi Marg,",Kalbadevi,Mumbai,400002,22011271,,
Vardhaman Ceramics,"#48, Four Banglow, Shop #D-5,","S.V.P. Nagar, Mhada, Andheri (West),",Azad Nagar,Mumbai,400053,26301650,26334623,
Vardhman Medical And Gen Sotes,"#1/C, Yashodhan Buildingq,","Chandavarker Road,",Borivali West,Mumbai,400092,28904611,,
Vardayini Chemist,"#91-92, Subhangan Building, Poonam Sagar Complex,","Shop #3, Behind Olympia,",Mira Road,Mumbai,401107,69942370,,9324396217
Vardhaman Ceramics,"#48, Four Banglow, Shop #D-5,","S.V.P. Nagar, Mhada, Andheri (West),",Azad Nagar,Mumbai,400053,26301650,26334623,
Vardhaman Medico,"#150, Colaba Chambers,","Shop #21-A, Senapati Bapat Road,",Colaba,Mumbai,400005,22189562,,
Vari Medico,"B - 9, Shop #1, Phase 3,","Dr Babasaheb Ambedkar Road, Shanti Park,",Mira Road,Mumbai,401107,28128285,28553273,
Varian Medical Systems India,"Pressman House,","Nehru Road,  ",Sahar,Mumbai,400099,26108610,,
Varsha Medical and General Stores,"Harish Shopping Centre,","Swami Vivekanand Road, Near Fire Station,",Andheri West,Mumbai,400058,26714417,,
Varsha Medical Book Centre,"Sajan Building,","M M G Sangrahalay Marg,",Dadar East,Mumbai,400014,24187023,,
Vasant Medical and General Stores,"Shop #11, S.G. Barve Marg, Kurla,","Opposite Dr. Kode Lab,",Nehru Nagar,Mumbai,400024,25297708,25240767,
Vee Vee Medical And General Stores,"Shivalaya, Shop #4,","Sector - 23-B,",Nerul,Mumbai,400706,27719472,,
Venus Medico,"Zaver Mahal, 60 Feet Road,","Ghatkopar East, Near Rajwadi Hall,",Rajawadi,Mumbai,400077,25162730,,
Venus Pharmaceuticals,"New #160, Chinoy Mansion,","Warden Road, Near Kamala Nehru Park,",Malabar Hill,Mumbai,400006,23675968,,
Vidhit Medical and General Stores,"New #1, Kalpatru, Village Road,","Near Aniket Hospital,",Bhandup East,Mumbai,400042,25783960,,
Vijay General Stores,"Yashodhan,",Naupada,,Mumbai,400602,25362390,,
Vijay Medical and General Stores,"Irla Sadan, Irla Road.,","Near Petrol Bunk,",Vile Parle West,Mumbai,400056,26715091,,
Vijay Medicals And General Stores,"Vijay Nagar Police Chowk, J.N. Road,","Near Apna Bazaar,",Mulund West,Mumbai,400080,25620016,25623390,
Vijay Medico Pharma,"New #12/C, Usha Sadan,","S.B.S. Road, Near Fire Station,",Colaba,Mumbai,400005,22163539,,
Vijay Pharma,"Swami Vivekanand Road,",Goregaon West,,Mumbai,400062,28721452,28728397,
